,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,file,a,a_tag,X,X_tag,b,b_tag,grammar category,grammar cateogry,encode_cat,encode_pos,name,encoded_case,aXb,pred_y,pred_y_aXb,fold,correctaXb,correctaX+Xb,pred_y_aX_Xb,aXb_correct,aX_Xb_correct
4622,12812,222067,222067,14340,Eve/010900b.xml,drink,v,my,det:poss,beer,n,unknown,DET,4,25,Eve,0,drink_beer,0,0,2,0,0,0,1,1
1406,2613,41731,41731,41731,Anne/020120.xml,S,/s,your,det:poss,cover,n,unknown,DET,4,25,Anne,0,S_cover,0,0,2,0,0,0,1,1
3008,7103,338310,338310,53194,Nina/020328.xml,those,det:dem,your,det:poss,red,n,unknown,DET,4,25,Nina,0,those_red,0,0,2,-1,0,0,1,1
4518,12380,185395,185395,88472,Aran/020503.xml,here's,pro:exist~cop,your,det:poss,harrow,v,unknown,DET,4,25,Aran,0,here's_harrow,0,0,2,-1,0,0,1,1
2015,4210,139713,139713,42790,Aran/020211.xml,move,v,them,pro:obj,now,adv,unknown,NOUN,6,72,Aran,1,move_now,1,1,2,0,0,1,1,1
5942,18141,142030,142030,45107,Aran/020211.xml,of,prep,them,pro:obj,were,aux,unknown,NOUN,6,72,Aran,1,of_were,1,1,2,0,0,1,1,1
3753,9477,63567,63567,63567,Anne/020320.xml,is,cop,she,pro:sub,beautiful,adj,unknown,NOUN,6,84,Anne,2,is_beautiful,0,2,2,1,2,2,1,1
1360,2508,148242,148242,51319,Aran/020218.xml,for,prep,him,pro:obj,anymore,adv,unknown,NOUN,6,72,Aran,1,for_anymore,1,1,2,0,0,1,1,1
1319,2406,369233,369233,84117,Nina/020527.xml,is,cop,he,pro:sub,here,adv,unknown,NOUN,6,84,Nina,2,is_here,2,2,2,0,0,2,1,1
4697,13093,227831,227831,20104,Eve/011000a.xml,have,v,my,det:poss,feet,n,unknown,DET,4,25,Eve,0,have_feet,0,0,2,0,0,0,1,1
851,1395,46759,46759,46759,Anne/020122.xml,eat,v,her,det:poss,spaghetti,n,unknown,DET,4,25,Anne,0,eat_spaghetti,0,0,2,0,0,0,1,1
1143,2009,267564,267564,14254,Naomi/011111.xml,drink,v,your,det:poss,juice,n,unknown,DET,4,25,Naomi,0,drink_juice,0,0,2,0,0,0,1,1
1871,3841,179191,179191,82268,Aran/020427.xml,think,v,my,det:poss,train's,adj,unknown,DET,4,25,Aran,0,think_train's,0,0,2,0,0,0,1,1
308,394,21054,21054,21054,Anne/011120.xml,here,adv,she,pro:sub,is,cop,unknown,NOUN,6,84,Anne,2,here_is,2,2,2,0,0,2,1,1
4814,13510,239269,239269,31542,Eve/020100b.xml,yeah,co,I,pro:sub,see,v,unknown,NOUN,6,84,Eve,2,yeah_see,2,2,2,0,0,2,1,1
2351,5164,71410,71410,71410,Anne/020400.xml,helping,part,them,pro:obj,to,inf,unknown,NOUN,6,72,Anne,1,helping_to,1,1,2,0,0,1,1,1
2361,5190,308080,308080,22964,Nina/020122.xml,did,mod,he,pro:sub,bite,v,unknown,NOUN,6,84,Nina,2,did_bite,2,2,2,0,0,2,1,1
5028,14301,85190,85190,85190,Anne/020502.xml,bend,v,her,det:poss,legs,n,unknown,DET,4,25,Anne,0,bend_legs,0,0,2,0,0,0,1,1
2626,5965,165071,165071,68148,Aran/020315.xml,got,v,his,det:poss,head,n,unknown,DET,4,25,Aran,0,got_head,0,0,2,0,0,0,1,1
2530,5680,377433,377433,2880,Peter/020118.xml,feed,v,her,pro:obj,she,pro:sub,unknown,NOUN,6,72,Peter,1,feed_she,1,1,2,0,0,1,1,1
5933,18108,243124,243124,35397,Eve/020200a.xml,pulling,part,her,pro:obj,down,adv,unknown,NOUN,6,72,Eve,1,pulling_down,1,1,2,0,0,1,1,1
2700,6211,347773,347773,62657,Nina/020418.xml,where's,pro:int~cop,your,det:poss,cake,n,unknown,DET,4,25,Nina,0,where's_cake,0,0,2,0,0,0,1,1
4616,12794,376379,376379,1826,Peter/020010.xml,find,v,your,det:poss,slipper,n,unknown,DET,4,25,Peter,0,find_slipper,0,0,2,0,0,0,1,1
2164,4629,80849,80849,80849,Anne/020414.xml,S,/s,my,det:poss,elephant's,n~aux,unknown,DET,4,25,Anne,0,S_elephant's,2,0,2,0,-2,0,1,1
1396,2591,323790,323790,38674,Nina/020228.xml,read,v,me,pro:obj,a,det:art,unknown,NOUN,6,72,Nina,1,read_a,1,1,2,0,0,1,1,1
2918,6857,12641,12641,12641,Anne/011106.xml,because,conj,your,det:poss,dolly's,n~aux,unknown,DET,4,25,Anne,0,because_dolly's,0,0,2,0,0,0,1,1
7018,23126,257711,257711,4401,Naomi/010806.xml,tissue,n,we,pro:sub,should,mod,unknown,NOUN,6,84,Naomi,2,tissue_should,2,2,2,0,0,2,1,1
2617,5928,237930,237930,30203,Eve/020100a.xml,let,v,me,pro:obj,go,v,unknown,NOUN,6,72,Eve,1,let_go,1,1,2,0,0,1,1,1
1594,3097,151391,151391,54468,Aran/020225.xml,got,v,your,det:poss,name,n,unknown,DET,4,25,Aran,0,got_name,0,0,2,0,0,0,1,1
652,1013,340072,340072,54956,Nina/020328.xml,because,conj,she,pro:sub,what,pro:int,unknown,NOUN,6,84,Nina,2,because_what,2,2,2,2,0,2,1,1
220,261,154319,154319,57396,Aran/020225.xml,aren't,aux~neg,they,pro:sub,sometimes,adv,unknown,NOUN,6,84,Aran,2,aren't_sometimes,2,2,2,2,0,2,1,1
985,1669,246776,246776,39049,Eve/020200b.xml,with,prep,your,det:poss,celery,n,unknown,DET,4,25,Eve,0,with_celery,0,0,2,0,0,0,1,1
6849,22362,2608,2608,2608,Anne/011007.xml,can,mod,he,pro:sub,stand,v,unknown,NOUN,6,84,Anne,2,can_stand,2,2,2,2,0,2,1,1
338,436,196497,196497,99574,Aran/020524.xml,seen,part,your,det:poss,dustbin,n,unknown,DET,4,25,Aran,0,seen_dustbin,0,0,2,0,0,0,1,1
6875,22523,170348,170348,73425,Aran/020413.xml,had,v,my,det:poss,orange,n,unknown,DET,4,25,Aran,0,had_orange,0,0,2,0,0,0,1,1
3469,8583,293925,293925,8809,Nina/011129.xml,biting,part,his,det:poss,hand,n,unknown,DET,4,25,Nina,0,biting_hand,0,0,2,0,0,0,1,1
1222,2196,163335,163335,66412,Aran/020315.xml,wont,n,she,pro:sub,E,/e,unknown,NOUN,6,84,Aran,2,wont_E,2,2,2,2,0,2,1,1
5963,18245,251473,251473,43746,Eve/020300b.xml,thank,v,her,pro:obj,E,/e,unknown,NOUN,6,72,Eve,1,thank_E,1,1,2,0,0,1,1,1
5376,15683,369461,369461,84345,Nina/020527.xml,is,cop,she,pro:sub,patting,part,unknown,NOUN,6,84,Nina,2,is_patting,2,2,2,0,0,2,1,1
4641,12876,330926,330926,45810,Nina/020314.xml,get,v,your,det:poss,what,pro:int,unknown,DET,4,25,Nina,0,get_what,0,0,2,0,0,0,1,1
4789,13425,56002,56002,56002,Anne/020212.xml,need,v,their,det:poss,umbrellas,n,unknown,DET,4,25,Anne,0,need_umbrellas,0,0,2,0,0,0,1,1
4772,13372,317399,317399,32283,Nina/020206.xml,were,cop,they,pro:sub,wet,adj,unknown,NOUN,6,84,Nina,2,were_wet,2,2,2,0,0,2,1,1
3449,8517,102269,102269,5346,Aran/011126.xml,want,v,your,det:poss,book,n,unknown,DET,4,25,Aran,0,want_book,0,0,2,0,0,0,1,1
7348,24869,326089,326089,40973,Nina/020228.xml,S,/s,I,pro:sub,miss,v,unknown,NOUN,6,84,Nina,2,S_miss,2,2,2,2,0,2,1,1
4252,11364,297701,297701,12585,Nina/020010.xml,shall,mod,we,pro:sub,roll,v,unknown,NOUN,6,84,Nina,2,shall_roll,2,2,2,0,0,2,1,1
359,467,340504,340504,55388,Nina/020328.xml,loose,v,his,det:poss,eyes,n,unknown,DET,4,25,Nina,0,loose_eyes,0,0,2,0,0,0,1,1
3095,7389,325633,325633,40517,Nina/020228.xml,did,mod,he,pro:sub,let,v,unknown,NOUN,6,84,Nina,2,did_let,2,2,2,1,0,2,1,1
6078,18816,231614,231614,23887,Eve/011100b.xml,S,/s,they,pro:sub,belong,v,unknown,NOUN,6,84,Eve,2,S_belong,2,2,2,0,0,2,1,1
1071,1854,269984,269984,16674,Naomi/011123.xml,that's,pro:dem~cop,your,det:poss,coffee,n,unknown,DET,4,25,Naomi,0,that's_coffee,0,0,2,0,0,0,1,1
6116,18973,237191,237191,29464,Eve/020100a.xml,are,cop,your,det:poss,yellow,n,unknown,DET,4,25,Eve,0,are_yellow,0,0,2,0,0,0,1,1
4980,14094,26705,26705,26705,Anne/020015.xml,do,mod,they,pro:sub,fit,v,unknown,NOUN,6,84,Anne,2,do_fit,2,2,2,0,0,2,1,1
3526,8762,278655,278655,25345,Naomi/020225.xml,see,v,I,pro:sub,see,v,unknown,NOUN,6,84,Naomi,2,see_see,2,2,2,0,0,2,1,1
2601,5871,259809,259809,6499,Naomi/011010a.xml,maybe,adv,we,pro:sub,call,v,unknown,NOUN,6,84,Naomi,2,maybe_call,2,2,2,0,0,2,1,1
4894,13785,80379,80379,80379,Anne/020414.xml,what's,pro:int~cop,he,pro:sub,climbing,part,unknown,NOUN,6,84,Anne,2,what's_climbing,2,2,2,0,0,2,1,1
2338,5133,384145,384145,9592,Peter/020503.xml,for,prep,her,pro:obj,hair,n,unknown,NOUN,6,72,Peter,1,for_hair,1,1,2,0,0,0,1,0
6664,21434,36804,36804,36804,Anne/020108.xml,bet,v,she,pro:sub,thinks,v,unknown,NOUN,6,84,Anne,2,bet_thinks,2,2,2,0,0,2,1,1
5220,15060,2808,2808,2808,Anne/011007.xml,break,v,our,det:poss,steps,n,unknown,DET,4,25,Anne,0,break_steps,0,0,2,0,0,0,1,1
412,565,325739,325739,40623,Nina/020228.xml,does,mod,he,pro:sub,jump,v,unknown,NOUN,6,84,Nina,2,does_jump,2,2,2,0,0,2,1,1
6737,21835,114118,114118,17195,Aran/020009.xml,at,prep,his,det:poss,legs,n,unknown,DET,4,25,Aran,0,at_legs,0,0,2,0,0,0,1,1
7188,23967,227672,227672,19945,Eve/011000a.xml,all,adv,his,det:poss,coffee,n,unknown,DET,4,25,Eve,0,all_coffee,0,0,2,0,0,0,1,1
7335,24781,255179,255179,1869,Naomi/010616.xml,have,v,your,det:poss,slipper,n,unknown,DET,4,25,Naomi,0,have_slipper,0,0,2,0,0,0,1,1
3158,7584,22016,22016,22016,Anne/011120.xml,piece,n,I,pro:sub,think,v,unknown,NOUN,6,84,Anne,2,piece_think,2,2,2,0,0,2,1,1
7074,23401,80461,80461,80461,Anne/020414.xml,off,prep,his,det:poss,bike,n,unknown,DET,4,25,Anne,0,off_bike,0,0,2,0,0,0,1,1
3154,7575,318014,318014,32898,Nina/020206.xml,him,pro:obj,your,det:poss,nice,adj,unknown,DET,4,25,Nina,0,him_nice,0,0,2,0,0,0,1,1
4468,12203,23585,23585,23585,Anne/020015.xml,is,cop,she,pro:sub,darling,co,unknown,NOUN,6,84,Anne,2,is_darling,2,2,2,1,0,2,1,1
4658,12933,319285,319285,34169,Nina/020212.xml,putting,part,your,det:poss,hat,n,unknown,DET,4,25,Nina,0,putting_hat,0,0,2,0,0,0,1,1
3916,10067,256680,256680,3370,Naomi/010800.xml,has,v,her,det:poss,glasses,n,unknown,DET,4,25,Naomi,0,has_glasses,0,0,2,0,0,0,1,1
6444,20423,288867,288867,3751,Nina/011116.xml,row,v,your,det:poss,boat,n,unknown,DET,4,25,Nina,0,row_boat,0,0,2,0,0,0,1,1
3829,9745,185705,185705,88782,Aran/020503.xml,help,v,me,pro:obj,please,co,unknown,NOUN,6,72,Aran,1,help_please,1,1,2,0,0,1,1,1
4483,12266,90457,90457,90457,Anne/020525.xml,doesn't,mod~neg,she,pro:sub,riding,part,unknown,NOUN,6,84,Anne,2,doesn't_riding,2,2,2,2,0,2,1,1
4790,13432,101844,101844,4921,Aran/011112.xml,S,/s,your,det:poss,shirt,n,unknown,DET,4,25,Aran,0,S_shirt,0,0,2,0,0,0,1,1
3157,7581,350179,350179,65063,Nina/020426.xml,have,v,her,det:poss,band-aid,n,unknown,DET,4,25,Nina,0,have_band-aid,0,0,2,0,0,0,1,1
4801,13470,118123,118123,21200,Aran/020100.xml,on,prep,your,det:poss,digger,n,unknown,DET,4,25,Aran,0,on_digger,0,0,2,0,0,0,1,1
3125,7481,71560,71560,71560,Anne/020400.xml,S,/s,they,pro:sub,knock,n,unknown,NOUN,6,84,Anne,2,S_knock,2,2,2,0,0,2,1,1
381,507,169757,169757,72834,Aran/020413.xml,did,mod,I,pro:sub,E,/e,unknown,NOUN,6,84,Aran,2,did_E,2,2,2,0,0,2,1,1
2920,6860,317728,317728,32612,Nina/020206.xml,S,/s,your,det:poss,giraffe,n,unknown,DET,4,25,Nina,0,S_giraffe,0,0,2,0,0,0,1,1
2184,4676,218950,218950,11223,Eve/010800.xml,farm,n,he,pro:sub,had,v,unknown,NOUN,6,84,Eve,2,farm_had,2,2,2,0,0,2,1,1
6970,22912,14595,14595,14595,Anne/011118.xml,have,v,my,det:poss,sandwich,n,unknown,DET,4,25,Anne,0,have_sandwich,0,0,2,0,0,0,1,1
2725,6271,276386,276386,23076,Naomi/020117.xml,Georgie,n:prop,he,pro:sub,was,cop,unknown,NOUN,6,84,Naomi,2,Georgie_was,2,2,2,0,0,2,1,1
190,220,334471,334471,49355,Nina/020318.xml,S,/s,he,pro:sub,takes,v,unknown,NOUN,6,84,Nina,2,S_takes,2,2,2,0,0,2,1,1
1862,3824,305178,305178,20062,Nina/020106.xml,to,prep,your,det:poss,slipper,n,unknown,DET,4,25,Nina,0,to_slipper,0,0,2,0,0,0,1,1
7327,24756,213409,213409,5682,Eve/010700a.xml,then,adv:tem,I,pro:sub,stir,v,unknown,NOUN,6,84,Eve,2,then_stir,2,2,2,2,0,2,1,1
6658,21421,168381,168381,71458,Aran/020413.xml,to,prep,him,pro:obj,when,conj,unknown,NOUN,6,72,Aran,1,to_when,1,1,2,0,0,1,1,1
3223,7786,374267,374267,89151,Nina/020528.xml,are,cop,they,pro:sub,on,adv,unknown,NOUN,6,84,Nina,2,are_on,2,2,2,0,0,2,1,1
1456,2743,270613,270613,17303,Naomi/011129.xml,boo,v,your,det:poss,dollies,n,unknown,DET,4,25,Naomi,0,boo_dollies,0,0,2,0,0,0,1,1
3376,8310,55526,55526,55526,Anne/020212.xml,are,cop,they,pro:sub,poor,adj,unknown,NOUN,6,84,Anne,2,are_poor,2,2,2,0,0,2,1,1
5582,16593,73494,73494,73494,Anne/020400.xml,blow,v,his,det:poss,whistle,n,unknown,DET,4,25,Anne,0,blow_whistle,0,0,2,0,0,0,1,1
3242,7848,244027,244027,36300,Eve/020200a.xml,it's,pro:per~cop,your,det:poss,own,adj,unknown,DET,4,25,Eve,0,it's_own,0,0,2,0,0,0,1,1
5272,15305,217028,217028,9301,Eve/010700b.xml,have,v,my,det:poss,shoe,n,unknown,DET,4,25,Eve,0,have_shoe,0,0,2,0,0,0,1,1
3391,8354,356568,356568,71452,Nina/020524.xml,when,conj,we,pro:sub,played,v,unknown,NOUN,6,84,Nina,2,when_played,2,2,2,0,0,2,1,1
1430,2672,131178,131178,34255,Aran/020121.xml,until,conj,we,pro:sub,go,v,unknown,NOUN,6,84,Aran,2,until_go,2,2,2,0,0,2,1,1
181,211,65183,65183,65183,Anne/020320.xml,does,v,he,pro:sub,need,v,unknown,NOUN,6,84,Anne,2,does_need,2,2,2,0,0,2,1,1
1303,2356,38950,38950,38950,Anne/020108.xml,what's,pro:int~cop,she,pro:sub,going,part,unknown,NOUN,6,84,Anne,2,what's_going,2,2,2,0,0,2,1,1
1369,2532,124643,124643,27720,Aran/020107.xml,when,conj,he,pro:sub,comes,v,unknown,NOUN,6,84,Aran,2,when_comes,2,2,2,0,0,2,1,1
6990,23020,111440,111440,14517,Aran/020002.xml,brought,part,them,pro:obj,downstairs,adv,unknown,NOUN,6,72,Aran,1,brought_downstairs,1,1,2,0,0,1,1,1
1556,2997,387677,387677,13124,Peter/020616.xml,like,prep,your,det:poss,raft,n,unknown,DET,4,25,Peter,0,like_raft,0,0,2,0,0,0,1,1
4402,11941,101695,101695,4772,Aran/011112.xml,of,prep,your,det:poss,rubber,n,unknown,DET,4,25,Aran,0,of_rubber,0,0,2,0,0,0,1,1
5316,15467,78226,78226,78226,Anne/020412.xml,what's,pro:int~cop,he,pro:sub,telling,part,unknown,NOUN,6,84,Anne,2,what's_telling,2,2,2,0,0,2,1,1
3245,7869,200048,200048,103125,Aran/020524.xml,make,v,him,pro:obj,better,adj,unknown,NOUN,6,72,Aran,1,make_better,1,1,2,0,0,1,1,1
6651,21385,69834,69834,69834,Anne/020328.xml,so,co,they,pro:sub,go,v,unknown,NOUN,6,84,Anne,2,so_go,2,2,2,0,0,2,1,1
309,395,249983,249983,42256,Eve/020300a.xml,S,/s,I,pro:sub,should,mod,unknown,NOUN,6,84,Eve,2,S_should,2,2,2,0,0,2,1,1
6399,20244,353022,353022,67906,Nina/020426.xml,off,prep,your,det:poss,sweatshirt,n,unknown,DET,4,25,Nina,0,off_sweatshirt,0,0,2,0,0,0,1,1
4636,12860,291333,291333,6217,Nina/011129.xml,were,cop,they,pro:sub,swimming,part,unknown,NOUN,6,84,Nina,2,were_swimming,2,2,2,0,0,2,1,1
4729,13220,54548,54548,54548,Anne/020212.xml,kangaroo,n,she,pro:sub,bounces,v,unknown,NOUN,6,84,Anne,2,kangaroo_bounces,2,2,2,0,0,2,1,1
3534,8777,103800,103800,6877,Aran/011126.xml,here's,pro:exist~cop,your,det:poss,engine,n,unknown,DET,4,25,Aran,0,here's_engine,0,0,2,0,0,0,1,1
1881,3865,360569,360569,75453,Nina/020525.xml,S,/s,I,pro:sub,love,v,unknown,NOUN,6,84,Nina,2,S_love,2,2,2,0,0,2,1,1
1914,3955,137014,137014,40091,Aran/020128.xml,that's,pro:dem~cop,your,det:poss,ring,n,unknown,DET,4,25,Aran,0,that's_ring,0,0,2,0,0,0,1,1
4293,11522,147050,147050,50127,Aran/020218.xml,brought,v,him,pro:obj,some,qn,unknown,NOUN,6,72,Aran,1,brought_some,1,1,2,0,0,1,1,1
1061,1836,149005,149005,52082,Aran/020218.xml,all,qn,your,det:poss,bricks,n,unknown,DET,4,25,Aran,0,all_bricks,0,0,2,0,0,0,1,1
1361,2510,85319,85319,85319,Anne/020504.xml,S,/s,my,det:poss,turn,n,unknown,DET,4,25,Anne,0,S_turn,0,0,2,0,0,0,1,1
1328,2430,296803,296803,11687,Nina/020003.xml,this,pro:dem,your,det:poss,doctor's,adj,unknown,DET,4,25,Nina,0,this_doctor's,0,0,2,0,0,0,1,1
6663,21428,387687,387687,13134,Peter/020616.xml,put,v,your,det:poss,sneakers,n,unknown,DET,4,25,Peter,0,put_sneakers,0,0,2,0,0,0,1,1
5774,17391,180820,180820,83897,Aran/020427.xml,where's,pro:int~cop,your,det:poss,screwdriver,n,unknown,DET,4,25,Aran,0,where's_screwdriver,0,0,2,0,0,0,1,1
455,646,96852,96852,96852,Anne/020604.xml,then,adv:tem,she,pro:sub,can,mod,unknown,NOUN,6,84,Anne,2,then_can,2,2,2,0,0,2,1,1
6432,20386,307811,307811,22695,Nina/020115.xml,were,cop,they,pro:sub,big,adj,unknown,NOUN,6,84,Nina,2,were_big,2,2,2,0,0,2,1,1
5968,18262,284467,284467,31157,Naomi/020509.xml,can,mod,I,pro:sub,pick,v,unknown,NOUN,6,84,Naomi,2,can_pick,2,2,2,0,0,2,1,1
3462,8552,213889,213889,6162,Eve/010700a.xml,S,/s,my,det:poss,you're,pro:per~aux,unknown,DET,4,25,Eve,0,S_you're,0,0,2,0,0,0,1,1
1613,3146,103282,103282,6359,Aran/011126.xml,S,/s,your,det:poss,hair's,adj,unknown,DET,4,25,Aran,0,S_hair's,0,0,2,0,0,0,1,1
5989,18382,60565,60565,60565,Anne/020301.xml,eaten,part,them,pro:obj,E,/e,unknown,NOUN,6,72,Anne,1,eaten_E,1,1,2,0,0,1,1,1
4204,11183,175983,175983,79060,Aran/020420.xml,do,mod,we,pro:sub,get,v,unknown,NOUN,6,84,Aran,2,do_get,2,2,2,0,0,2,1,1
153,178,41044,41044,41044,Anne/020120.xml,S,/s,I,pro:sub,was,aux,unknown,NOUN,6,84,Anne,2,S_was,2,2,2,0,0,2,1,1
1865,3830,225388,225388,17661,Eve/010900c.xml,in,prep,his,det:poss,coat,n,unknown,DET,4,25,Eve,0,in_coat,0,0,2,0,0,0,1,1
64,68,130284,130284,33361,Aran/020121.xml,if,conj,we,pro:sub,put,v,unknown,NOUN,6,84,Aran,2,if_put,2,2,2,0,0,2,1,1
3297,8045,277151,277151,23841,Naomi/020117.xml,eating,part,her,det:poss,cookie,n,unknown,DET,4,25,Naomi,0,eating_cookie,0,0,2,0,0,0,1,1
5626,16765,146778,146778,49855,Aran/020218.xml,has,v,he,pro:sub,broken,part,unknown,NOUN,6,84,Aran,2,has_broken,2,2,2,0,0,2,1,1
5270,15297,301858,301858,16742,Nina/020024.xml,S,/s,I,pro:sub,twisted,v,unknown,NOUN,6,84,Nina,2,S_twisted,2,2,2,0,0,2,1,1
6000,18426,341388,341388,56272,Nina/020328.xml,oh,co,I,pro:sub,want,v,unknown,NOUN,6,84,Nina,2,oh_want,2,2,2,0,0,2,1,1
2392,5271,274894,274894,21584,Naomi/020101.xml,well,co,I,pro:sub,guess,v,unknown,NOUN,6,84,Naomi,2,well_guess,2,2,2,0,0,2,1,1
6193,19301,354803,354803,69687,Nina/020524.xml,clean,v,her,det:poss,new,adj,unknown,DET,4,25,Nina,0,clean_new,0,0,2,0,0,0,1,1
1640,3206,245082,245082,37355,Eve/020200b.xml,have,v,your,det:poss,spoon,n,unknown,DET,4,25,Eve,0,have_spoon,0,0,2,0,0,0,1,1
4185,11132,210544,210544,2817,Eve/010600a.xml,like,v,your,det:poss,milk,n,unknown,DET,4,25,Eve,0,like_milk,0,0,2,0,0,0,1,1
1688,3340,257010,257010,3700,Naomi/010800.xml,have,v,your,det:poss,rubber,n,unknown,DET,4,25,Naomi,0,have_rubber,0,0,2,0,0,0,1,1
6417,20318,343650,343650,58534,Nina/020406.xml,from,prep,my,det:poss,little,adj,unknown,DET,4,25,Nina,0,from_little,0,0,2,0,0,0,1,1
1819,3710,379043,379043,4490,Peter/020324.xml,S,/s,your,det:poss,sister,n,unknown,DET,4,25,Peter,0,S_sister,0,0,2,0,0,0,1,1
2237,4817,325315,325315,40199,Nina/020228.xml,up,adv,his,det:poss,head,n,unknown,DET,4,25,Nina,0,up_head,0,0,2,0,0,0,1,1
2346,5155,119626,119626,22703,Aran/020100.xml,get,v,your,det:poss,baby,n,unknown,DET,4,25,Aran,0,get_baby,0,0,2,0,0,0,1,1
2324,5096,42854,42854,42854,Anne/020120.xml,can,mod,I,pro:sub,lay,v,unknown,NOUN,6,84,Anne,2,can_lay,2,2,2,0,0,2,1,1
5573,16564,347880,347880,62764,Nina/020418.xml,S,/s,your,det:poss,monkey,n,unknown,DET,4,25,Nina,0,S_monkey,0,0,2,0,0,0,1,1
2180,4671,1380,1380,1380,Anne/011007.xml,and,coord,she,pro:sub,wasn't,cop~neg,unknown,NOUN,6,84,Anne,2,and_wasn't,2,2,2,2,0,2,1,1
974,1644,374635,374635,82,Peter/010908.xml,in,prep,your,det:poss,seat,n,unknown,DET,4,25,Peter,0,in_seat,0,0,2,0,0,0,1,1
290,365,295680,295680,10564,Nina/020003.xml,is,cop,he,pro:sub,swimming,part,unknown,NOUN,6,84,Nina,2,is_swimming,2,2,2,0,0,2,1,1
1752,3533,292207,292207,7091,Nina/011129.xml,on,prep,your,det:poss,dress,n,unknown,DET,4,25,Nina,0,on_dress,0,0,2,0,0,0,1,1
6917,22694,187779,187779,90856,Aran/020503.xml,so_that,conj,he,pro:sub,shark,n,unknown,NOUN,6,84,Aran,2,so_that_shark,2,2,2,0,0,2,1,1
4663,12960,13298,13298,13298,Anne/011106.xml,kick,v,me,pro:obj,E,/e,unknown,NOUN,6,72,Anne,1,kick_E,1,1,2,0,0,1,1,1
3064,7285,171005,171005,74082,Aran/020413.xml,eat,v,them,pro:obj,you,pro:per,unknown,NOUN,6,72,Aran,1,eat_you,1,1,2,0,0,1,1,1
7002,23078,166755,166755,69832,Aran/020413.xml,where's,pro:int~cop,your,det:poss,drill,n,unknown,DET,4,25,Aran,0,where's_drill,0,0,2,0,0,0,1,1
2424,5373,80754,80754,80754,Anne/020414.xml,is,cop,she,pro:sub,awake,v,unknown,NOUN,6,84,Anne,2,is_awake,2,2,2,0,0,2,1,1
2680,6144,201460,201460,104537,Aran/020524.xml,call,v,her,pro:obj,Ellie,n:prop,unknown,NOUN,6,72,Aran,1,call_Ellie,1,1,2,0,0,1,1,1
3740,9444,277509,277509,24199,Naomi/020125.xml,ate,v,your,det:poss,yogurt,n,unknown,DET,4,25,Naomi,0,ate_yogurt,0,0,2,0,0,0,1,1
7172,23877,105576,105576,8653,Aran/011126.xml,think,v,he,pro:sub,wanted,v,unknown,NOUN,6,84,Aran,2,think_wanted,2,2,2,0,0,2,1,1
1656,3254,120213,120213,23290,Aran/020100.xml,washing,part,her,det:poss,face,n,unknown,DET,4,25,Aran,0,washing_face,0,0,2,0,0,0,1,1
881,1451,272095,272095,18785,Naomi/020005.xml,how,pro:int,we,pro:sub,told,v,unknown,NOUN,6,84,Naomi,2,how_told,2,2,2,2,0,2,1,1
201,235,26512,26512,26512,Anne/020015.xml,on,prep,them,pro:obj,there's,pro:exist~cop,unknown,NOUN,6,72,Anne,1,on_there's,1,1,2,1,0,1,1,1
7263,24425,127207,127207,30284,Aran/020121.xml,S,/s,your,det:poss,socks,n,unknown,DET,4,25,Aran,0,S_socks,0,0,2,0,0,0,1,1
136,155,245665,245665,37938,Eve/020200b.xml,yes,co,we,pro:sub,did,mod,unknown,NOUN,6,84,Eve,2,yes_did,2,2,2,0,0,2,1,1
3383,8331,186126,186126,89203,Aran/020503.xml,to,prep,me,pro:obj,can't,mod~neg,unknown,NOUN,6,72,Aran,1,to_can't,1,1,2,0,0,1,1,1
4509,12349,322208,322208,37092,Nina/020212.xml,S,/s,her,det:poss,what,pro:int,unknown,DET,4,25,Nina,0,S_what,0,0,2,0,0,0,1,1
1997,4177,194856,194856,97933,Aran/020517.xml,sure,adv,they,pro:sub,don't,mod~neg,unknown,NOUN,6,84,Aran,2,sure_don't,2,2,2,0,0,2,1,1
4364,11768,141435,141435,44512,Aran/020211.xml,have,v,my,det:poss,eyes,n,unknown,DET,4,25,Aran,0,have_eyes,0,0,2,0,0,0,1,1
4435,12076,172574,172574,75651,Aran/020413.xml,of,prep,your,det:poss,hut,n,unknown,DET,4,25,Aran,0,of_hut,0,0,2,0,0,0,1,1
5102,14638,331089,331089,45973,Nina/020314.xml,hammering,part,her,pro:obj,E,/e,unknown,NOUN,6,72,Nina,1,hammering_E,2,1,2,0,-1,1,1,1
6281,19680,127674,127674,30751,Aran/020121.xml,it,pro:per,your,det:poss,boat,n,unknown,DET,4,25,Aran,0,it_boat,0,0,2,0,0,0,1,1
3101,7415,67532,67532,67532,Anne/020328.xml,don't,mod~neg,we,pro:sub,to,inf,unknown,NOUN,6,84,Anne,2,don't_to,2,2,2,0,0,2,1,1
3536,8780,269252,269252,15942,Naomi/011121.xml,how,pro:int,we,pro:sub,put,v,unknown,NOUN,6,84,Naomi,2,how_put,2,2,2,0,0,2,1,1
479,701,366291,366291,81175,Nina/020527.xml,are,cop,they,pro:sub,in,prep,unknown,NOUN,6,84,Nina,2,are_in,2,2,2,0,0,2,1,1
